node	axis	query_terms	weight
si253	syntax	interjectional	0.80
si254	morphology	par; excellence	1.00
si254	syntax	par; excellence	0.80
si255	morphology	participle	1.00
si255	syntax	participle	0.80
si256	morphology	plural	1.00
si256	syntax	plural	0.80
si257	morphology	prepositions	1.00
si257	syntax	prepositions	0.80
si258	morphology	reference	1.00
si258	syntax	reference	0.80
si259	morphology	unaffected	1.00
si259	syntax	unaffected	0.80
si26	morphology	possessive	1.00
si26	syntax	possessive	0.80
si261	morphology	epistolary; plural	1.00
si261	discourse	epistolary; plural	0.70
si262	morphology	literary; plural	1.00
si263	morphology	neuter; plural; gender	1.00
si264	morphology	ordinal	1.00
si265	morphology	second; person; imperative	1.00
si266	morphology	plural; nominatives	1.00
si267	morphology	plural; verbs	1.00
si268	morphology	plural; vocatives	1.00
si269	morphology	pronouns	1.00
si27	morphology	pronominal	1.00
si27	syntax	pronominal	0.80
si270	morphology	singular; verbs	1.00
si272	morphology	perfect	1.00
si272	syntax	perfect	0.80
si273	morphology	time; element	1.00
si273	syntax	time; element	0.80
si274	morphology	appositional	1.00
si274	syntax	appositional	0.80
si275	morphology	causal	1.00
si275	syntax	causal	0.80
si276	morphology	declarative	1.00
si276	syntax	declarative	0.80
si277	morphology	epexegetical	1.00
si277	syntax	epexegetical	0.80
si278	morphology	recitative	1.00
si278	syntax	recitative	0.80
si28	morphology	relative	1.00
si28	syntax	relative	0.80
si280	morphology	accusative	1.00
si280	syntax	accusative	0.80
si280	clause	accusative	0.60
si281	morphology	adverbial	1.00
si281	syntax	adverbial	0.80
si281	clause	adverbial	0.60
si282	morphology	anarthrous	1.00
si282	syntax	anarthrous	0.80
si282	clause	anarthrous	0.60
si283	morphology	antecedent	1.00
si283	syntax	antecedent	0.80
si283	clause	antecedent	0.60
si284	morphology	aorist	1.00
si284	syntax	aorist	0.80
si284	clause	aorist	0.60
si285	morphology	articular	1.00
si285	syntax	articular	0.80
si285	clause	articular	0.60
si286	morphology	contemporaneous	1.00
si286	syntax	contemporaneous	0.80
si286	clause	contemporaneous	0.60
si287	morphology	future	1.00
si287	syntax	future	0.80
si287	clause	future	0.60
si288	morphology	genitive; absolute	1.00
si288	syntax	genitive; absolute	0.80
si288	clause	genitive; absolute	0.60
si289	morphology	modal	1.00
si289	syntax	modal	0.80
si289	clause	modal	0.60
si29	morphology	verbal	1.00
si29	syntax	verbal	0.80
si290	morphology	nominative; absolute	1.00
si290	syntax	nominative; absolute	0.80
si290	clause	nominative; absolute	0.60
si291	morphology	nominatives	1.00
si291	syntax	nominatives	0.80
si291	clause	nominatives	0.60
si292	morphology	perfect	1.00
si292	syntax	perfect	0.80
si292	clause	perfect	0.60
si293	morphology	present	1.00
si293	syntax	present	0.80
si293	clause	present	0.60
si294	morphology	redundant	1.00
si294	syntax	redundant	0.80
si294	discourse	redundant	0.70
si294	clause	redundant	0.60
si295	morphology	subsequent	1.00
si295	syntax	subsequent	0.80
si295	clause	subsequent	0.60
si296	morphology	time; element	1.00
si296	syntax	time; element	0.80
si296	clause	time; element	0.60
si297	morphology	verbal	1.00
si297	syntax	verbal	0.80
si297	clause	verbal	0.60
si299	morphology	aorist	1.00
si299	syntax	aorist	0.80
si3	morphology	address	1.00
si3	syntax	address	0.80
si300	morphology	divine; passive	1.00
si300	syntax	divine; passive	0.80
si301	morphology	future	1.00
si301	syntax	future	0.80
si302	morphology	imperative	1.00
si302	syntax	imperative	0.80
si303	morphology	imperfect	1.00
si303	syntax	imperfect	0.80
si304	morphology	perfect	1.00
si304	syntax	perfect	0.80
si305	morphology	pluperfect	1.00
si305	syntax	pluperfect	0.80
si306	morphology	present	1.00
si306	syntax	present	0.80
si308	morphology	aspect; verbal aspect; aktionsart (related)	1.00
si309	morphology	collapsed	1.00
si31	morphology	active; verbs	1.00
si310	morphology	historical; perfect; tense; aoristic; imperative	1.00
si311	morphology	indicative	1.00
si312	morphology	intensive; extensive	1.00
si313	morphology	middle	1.00
si314	morphology	optative	1.00
si315	morphology	participle	1.00
si316	morphology	passive	1.00
si317	morphology	periphrastic	1.00
si318	morphology	resultative; perfect; tense; intensive; specialized	1.00
si318	clause	resultative; perfect; tense; intensive; specialized	0.70
si319	morphology	time	1.00
si32	morphology	aspect; verbal aspect; aktionsart (related)	1.00
si320	morphology	unaffected	1.00
si322	morphology	editorial; number; epistolary; plural; exclusive	1.00
si322	discourse	editorial; number; epistolary; plural; exclusive	0.70
si323	morphology	first; third	1.00
si324	morphology	first; person; plural	1.00
si325	morphology	first; person; singular	1.00
si326	morphology	indefinite; second; person; third	1.00
si328	morphology	aspect; verbal aspect; aktionsart (related)	1.00
si329	morphology	conditions	1.00
si33	morphology	conditions	1.00
si330	morphology	consummative; pluperfect; tense; extensive	1.00
si331	morphology	indicative	1.00
si332	morphology	middle	1.00
si333	morphology	passive	1.00
si334	morphology	periphrastic	1.00
si335	morphology	simple; past; force	1.00
si336	morphology	time	1.00
si338	morphology	advantage	1.00
si338	syntax	advantage	0.80
si339	morphology	agency; means of action; agent expression	1.00
si339	syntax	agency; means of action; agent expression	0.80
si34	morphology	futuristic; aorist; tense; proleptic; global; constative; gnomic	1.00
si340	morphology	association; accompaniment	1.00
si340	syntax	association; accompaniment	0.80
si341	morphology	cause	1.00
si341	syntax	cause	0.80
si342	morphology	comparison	1.00
si342	syntax	comparison	0.80
si343	morphology	disadvantage	1.00
si343	syntax	disadvantage	0.80
si344	morphology	distributive	1.00
si344	syntax	distributive	0.80
si345	morphology	exchange; equivalence	1.00
si345	syntax	exchange; equivalence	0.80
si346	morphology	improper	1.00
si346	syntax	improper	0.80
si347	morphology	instrumental; means	1.00
si347	syntax	instrumental; means	0.80
si348	morphology	manner	1.00
si348	syntax	manner	0.80
si349	morphology	motion	1.00
si349	syntax	motion	0.80
si35	morphology	imperative	1.00
si350	morphology	nature	1.00
si350	syntax	nature	0.80
si351	morphology	object	1.00
si351	syntax	object	0.80
si352	morphology	opposition	1.00
si352	syntax	opposition	0.80
si353	morphology	overlapping; usage	1.00
si353	syntax	overlapping; usage	0.80
si354	morphology	partitive	1.00
si354	syntax	partitive	0.80
si355	morphology	purpose	1.00
si355	syntax	purpose	0.80
si355	clause	purpose	0.70
si356	morphology	rank; priority	1.00
si356	syntax	rank; priority	0.80
si357	morphology	reference; respect	1.00
si357	syntax	reference; respect	0.80
si358	morphology	representation	1.00
si358	syntax	representation	0.80
si359	morphology	result	1.00
si359	syntax	result	0.80
si359	clause	result	0.70
si36	morphology	inceptive; aorist; tense; ingressive; inchoative	1.00
si360	morphology	separation	1.00
si360	syntax	separation	0.80
si361	morphology	source	1.00
si361	syntax	source	0.80
si362	morphology	spatial	1.00
si362	syntax	spatial	0.80
si363	morphology	sphere	1.00
si363	syntax	sphere	0.80
si364	morphology	standard	1.00
si364	syntax	standard	0.80
si365	morphology	stative	1.00
si365	syntax	stative	0.80
si366	morphology	substitution	1.00
si366	syntax	substitution	0.80
si367	morphology	temporal	1.00
si367	syntax	temporal	0.80
si367	clause	temporal	0.70
si368	morphology	thing; possessed	1.00
si368	syntax	thing; possessed	0.80
si37	morphology	infinitive	1.00
si370	morphology	affected	1.00
si371	morphology	aspect; verbal aspect; aktionsart (related)	1.00
si372	morphology	broad; band	1.00
si373	morphology	distributive	1.00
si374	morphology	durative	1.00
si375	morphology	present; tense; customary	1.00
si376	morphology	habitual; present; tense; customary	1.00
si377	morphology	imperative	1.00
si378	morphology	indicative	1.00
si379	morphology	infinitive	1.00
si38	morphology	indicative	1.00
si380	morphology	ingressive; futuristic	1.00
si381	morphology	ingressive; progressive	1.00
si382	morphology	middle	1.00
si383	morphology	narrow; band	1.00
si384	morphology	passive	1.00
si385	morphology	participle	1.00
si386	morphology	performative	1.00
si387	morphology	periphrastic	1.00
si388	morphology	prohibitions	1.00
si389	morphology		1.00
si39	morphology	middle	1.00
si390	morphology	stative	1.00
si391	morphology	tendential	1.00
si392	morphology	time	1.00
si393	morphology	unaffected	1.00
si394	morphology	voluntative	1.00
si396	morphology	conjunctive	1.00
si396	syntax	conjunctive	0.80
si397	morphology	correlative	1.00
si397	syntax	correlative	0.80
si398	morphology	identical	1.00
si398	syntax	identical	0.80
si399	morphology	proleptic	1.00
si399	syntax	proleptic	0.80
si4	morphology	exclamation	1.00
si4	syntax	exclamation	0.80
si40	morphology	once; all	1.00
si400	morphology	redundant	1.00
si400	syntax	redundant	0.80
si400	discourse	redundant	0.70
si401	morphology	resumptive	1.00
si401	syntax	resumptive	0.80
si403	morphology	aorist	1.00
si403	syntax	aorist	0.80
si403	clause	aorist	0.60
si404	morphology	dependent	1.00
si404	syntax	dependent	0.80
si404	clause	dependent	0.60
si405	morphology	equivalents	1.00
si405	syntax	equivalents	0.80
si405	clause	equivalents	0.60
si406	morphology	future	1.00
si406	syntax	future	0.80
si406	clause	future	0.60
si407	morphology	futuristic	1.00
si407	syntax	futuristic	0.80
si407	clause	futuristic	0.60
si408	morphology	ἵνα	1.00
si408	syntax	ἵνα	0.80
si408	clause	ἵνα	0.70
si409	morphology	independent	1.00
si409	syntax	independent	0.80
si409	clause	independent	0.60
si41	morphology	participle	1.00
si410	morphology	time; element	1.00
si410	syntax	time; element	0.80
si410	clause	time; element	0.60
si411	morphology	volitional	1.00
si411	syntax	volitional	0.80
si411	clause	volitional	0.60
si413	morphology	accent	1.00
si413	syntax	accent	0.80
si414	morphology	anarthrous	1.00
si414	syntax	anarthrous	0.80
si415	morphology	direct; address	1.00
si415	syntax	direct; address	0.80
si416	morphology	mid; sentence	1.00
si416	syntax	mid; sentence	0.80
si417	morphology	nominative	1.00
si417	syntax	nominative	0.80
si418	morphology	plural	1.00
si418	syntax	plural	0.80
si419	morphology	unmarked	1.00
si419	syntax	unmarked	0.80
si42	morphology	passive	1.00
si424	morphology	content	1.00
si424	syntax	content	0.80
si424	clause	content	0.60
si425	morphology	purpose; result	1.00
si425	syntax	purpose; result	0.80
si425	clause	purpose; result	0.70
si426	morphology	result	1.00
si426	syntax	result	0.80
si426	clause	result	0.70
si427	morphology	substantival	1.00
si427	syntax	substantival	0.80
si427	clause	substantival	0.60
si43	morphology	prohibitions	1.00
si431	morphology	converse; rule	1.00
si431	syntax	converse; rule	0.80
si433	morphology	abuse; rule	1.00
si433	syntax	abuse; rule	0.80
si434	morphology	impersonal; substantives	1.00
si434	syntax	impersonal; substantives	0.80
si435	morphology	plural; substantives	1.00
si435	syntax	plural; substantives	0.80
si436	morphology	proper; names	1.00
si436	syntax	proper; names	0.80
si437	morphology	statement; rule	1.00
si437	syntax	statement; rule	0.80
si438	morphology	validity; rule	1.00
si438	syntax	validity; rule	0.80
si44	morphology	punctiliar; aorist; tense; constative; retained; indirect; discourse	1.00
si44	discourse	punctiliar; aorist; tense; constative; retained; indirect; discourse	0.70
si45	morphology	stative; verbs	1.00
si46	morphology	subjunctive	1.00
si47	morphology	time	1.00
si48	morphology	unaffected	1.00
si5	morphology	extent; space; time	1.00
si5	syntax	extent; space; time	0.80
si50	morphology	dependent	1.00
si50	syntax	dependent	0.80
si51	morphology	function; marker	1.00
si51	syntax	function; marker	0.80
si52	morphology	independent	1.00
si52	syntax	independent	0.80
si53	morphology	modifying	1.00
si53	syntax	modifying	0.80
si54	morphology	neuter; singular	1.00
si54	syntax	neuter; singular	0.80
si55	morphology	origin	1.00
si55	syntax	origin	0.80
si56	morphology	previous; reference; article; anaphoric; pronominal	1.00
si56	syntax	previous; reference; article; anaphoric; pronominal	0.80
si57	morphology	quotations	1.00
si57	syntax	quotations	0.80
si58	morphology	regular	1.00
si58	syntax	regular	0.80
si59	morphology	simple; identification	1.00
si59	syntax	simple; identification	0.80
si6	morphology	independent	1.00
si6	syntax	independent	0.80
si61	clause	article	1.00
si62	clause	asyndetic	1.00
si63	clause	causal	1.00
si63	syntax	causal	0.70
si64	clause	comparative	1.00
si65	clause	complementary	1.00
si65	syntax	complementary	0.70
si66	clause	conditional	1.00
si67	clause	conjunctive	1.00
si68	clause	contrastive	1.00
si68	discourse	contrastive	0.70
si69	clause	correlative	1.00
si7	morphology	inner; object; accusative; case; cognate; introductory	1.00
si7	syntax	inner; object; accusative; case; cognate; introductory	0.80
si70	clause	declarative	1.00
si71	clause	direct; object	1.00
si71	syntax	direct; object	0.70
si72	clause	disjunctive	1.00
si73	clause	embedded	1.00
si74	clause	equative	1.00
si75	clause	explanatory	1.00
si76	clause	indefinite	1.00
si77	clause	independent	1.00
si78	clause	inferential	1.00
si79	clause	infinitival	1.00
si8	morphology	invocations	1.00
si8	syntax	invocations	0.80
si80	clause	instrumental	1.00
si81	clause	local	1.00
si82	clause	manner	1.00
si83	clause	nonequative	1.00
si84	clause	participial	1.00
si85	clause	purpose	1.00
si86	clause	recitative	1.00
si87	clause	relative	1.00
si88	clause	result	1.00
si89	clause	sub; final	1.00
si9	morphology	manner; accusative; case; adverbial; measure	1.00
si9	syntax	manner; accusative; case; adverbial; measure	0.80
si90	clause	subject; grammatical subject (general)	1.00
si90	syntax	subject; grammatical subject (general)	0.70
si91	clause	temporal	1.00
si92	clause	transitional	1.00
si93	clause	transitive	1.00
si94	clause	volitional	1.00
si96	clause	aspect; verbal aspect; aktionsart (related)	1.00
si96	syntax	aspect; verbal aspect; aktionsart (related)	0.80
si96	morphology	aspect; verbal aspect; aktionsart (related)	0.60
si97	clause	hortatory; subjunctive	1.00
si97	syntax	hortatory; subjunctive	0.80
si98	clause	imperatival; ἵνα	1.00
si98	syntax	imperatival; ἵνα	0.80
si99	clause	imperatival; infinitive	1.00
si99	syntax	imperatival; infinitive	0.80
cs0	morphology	nominative; nominative case	1.00
cs0	syntax	nominative; nominative case	0.80
cs14	morphology	vocative; vocative case	1.00
cs14	syntax	vocative; vocative case	0.80
cs151	morphology	adjectives; adjective	1.00
cs151	syntax	adjectives; adjective	0.80
cs174	morphology	pronouns; pronoun	1.00
cs174	syntax	pronouns; pronoun	0.80
cs19	morphology	genitive; genitive case; ablatival genitive	1.00
cs19	syntax	genitive; genitive case; ablatival genitive	0.80
cs216	morphology	number; grammatical number	1.00
cs222	morphology	prepositions; preposition	1.00
cs222	syntax	prepositions; preposition	0.80
cs223	morphology	person; grammatical person	1.00
cs226	morphology	active; voice	1.00
cs226	syntax	active; voice	0.80
cs231	morphology	middle; voice; reflexive voice	1.00
cs231	syntax	middle; voice; reflexive voice	0.80
cs239	morphology	passive; voice	1.00
cs239	syntax	passive; voice	0.80
cs249	morphology	indicative; mood	1.00
cs249	syntax	indicative; mood	0.80
cs264	morphology	subjunctive; mood	1.00
cs264	syntax	subjunctive; mood	0.80
cs264	clause	subjunctive; mood	0.60
cs285	morphology	optative; mood	1.00
cs285	syntax	optative; mood	0.80
cs290	morphology	imperative; mood; command form	1.00
cs290	syntax	imperative; mood; command form	0.80
cs290	clause	imperative; mood; command form	0.60
cs299	morphology	present; tense; present aspect	1.00
cs315	morphology	imperfect; tense	1.00
cs326	morphology	aorist; tense; punctiliar aspect (traditional); perfective aspect	1.00
cs334	morphology	future; tense	1.00
cs340	morphology	perfect; tense	1.00
cs348	morphology	pluperfect; tense	1.00
cs352	morphology	infinitive; to-verb form	1.00
cs352	syntax	infinitive; to-verb form	0.80
cs352	clause	infinitive; to-verb form	0.60
cs371	morphology	participle; verbal adjective	1.00
cs371	syntax	participle; verbal adjective	0.80
cs371	clause	participle; verbal adjective	0.60
cs395	clause	clauses; clause	1.00
cs404	clause	conjunctions; conjunction; connective	1.00
cs404	discourse	conjunctions; conjunction; connective	0.80
cs426	clause	conditional; sentences; conditional clause; if-clause; protasis-apodosis	1.00
cs436	clause	volitional; clauses; command; prohibition; volitional mood use	1.00
cs436	syntax	volitional; clauses; command; prohibition; volitional mood use	0.80
cs53	morphology	dative; dative case; locatival dative; instrumental dative	1.00
cs53	syntax	dative; dative case; locatival dative; instrumental dative	0.80
cs82	morphology	accusative; accusative case	1.00
cs82	syntax	accusative; accusative case	0.80
cs98	morphology	article; definite article; ὁ ἡ τό	1.00
cs98	syntax	article; definite article; ὁ ἡ τό	0.80
root0	discourse	linguistic; background; topics; outside; wallace; case; mood; tense; structure	1.00
root0	morphology	linguistic; background; topics; outside; wallace; case; mood; tense; structure	0.60
